dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,pop,continentExp,,Recovered
5/11/2020,11,5,2020,369,5,Afghanistan,AF,AFG,37172386,Asia,,364
5/10/2020,10,5,2020,255,6,Afghanistan,AF,AFG,37172386,Asia,,249
5/9/2020,9,5,2020,215,3,Afghanistan,AF,AFG,37172386,Asia,,212
5/8/2020,8,5,2020,171,2,Afghanistan,AF,AFG,37172386,Asia,,169
5/7/2020,7,5,2020,168,9,Afghanistan,AF,AFG,37172386,Asia,,159
5/6/2020,6,5,2020,330,5,Afghanistan,AF,AFG,37172386,Asia,,325
5/5/2020,5,5,2020,190,5,Afghanistan,AF,AFG,37172386,Asia,,185
5/4/2020,4,5,2020,235,13,Afghanistan,AF,AFG,37172386,Asia,,222
5/3/2020,3,5,2020,134,4,Afghanistan,AF,AFG,37172386,Asia,,130
5/2/2020,2,5,2020,164,4,Afghanistan,AF,AFG,37172386,Asia,,160
5/1/2020,1,5,2020,222,4,Afghanistan,AF,AFG,37172386,Asia,,218
4/30/2020,30,4,2020,122,0,Afghanistan,AF,AFG,37172386,Asia,,122
4/29/2020,29,4,2020,124,3,Afghanistan,AF,AFG,37172386,Asia,,121
4/28/2020,28,4,2020,172,0,Afghanistan,AF,AFG,37172386,Asia,,172
4/27/2020,27,4,2020,68,10,Afghanistan,AF,AFG,37172386,Asia,,58
4/26/2020,26,4,2020,112,4,Afghanistan,AF,AFG,37172386,Asia,,108
4/25/2020,25,4,2020,70,1,Afghanistan,AF,AFG,37172386,Asia,,69
4/24/2020,24,4,2020,105,2,Afghanistan,AF,AFG,37172386,Asia,,103
4/23/2020,23,4,2020,84,4,Afghanistan,AF,AFG,37172386,Asia,,80
4/22/2020,22,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia,,60
4/21/2020,21,4,2020,35,2,Afghanistan,AF,AFG,37172386,Asia,,33
4/20/2020,20,4,2020,88,3,Afghanistan,AF,AFG,37172386,Asia,,85
4/19/2020,19,4,2020,63,0,Afghanistan,AF,AFG,37172386,Asia,,63
4/18/2020,18,4,2020,51,1,Afghanistan,AF,AFG,37172386,Asia,,50
4/17/2020,17,4,2020,10,4,Afghanistan,AF,AFG,37172386,Asia,,6
4/16/2020,16,4,2020,70,2,Afghanistan,AF,AFG,37172386,Asia,,68
4/15/2020,15,4,2020,49,2,Afghanistan,AF,AFG,37172386,Asia,,47
4/14/2020,14,4,2020,58,3,Afghanistan,AF,AFG,37172386,Asia,,55
4/13/2020,13,4,2020,52,0,Afghanistan,AF,AFG,37172386,Asia,,52
4/12/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386,Asia,,31
4/11/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386,Asia,,37
4/10/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia,,60
4/9/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386,Asia,,53
4/8/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386,Asia,,26
4/7/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386,Asia,,38
4/6/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386,Asia,,27
4/5/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386,Asia,,34
4/4/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
4/3/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386,Asia,,43
4/2/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386,Asia,,26
4/1/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386,Asia,,25
3/31/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386,Asia,,27
3/30/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386,Asia,,7
3/29/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386,Asia,,14
3/28/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386,Asia,,15
3/27/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
3/26/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386,Asia,,33
3/25/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia,,2
3/24/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386,Asia,,5
3/23/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386,Asia,,10
3/22/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
3/21/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia,,2
3/20/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
3/19/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
3/18/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386,Asia,,1
3/17/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386,Asia,,5
3/16/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386,Asia,,6
3/15/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,,3
3/11/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,,3
3/8/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,,3
3/2/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
3/1/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/29/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/28/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/27/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/26/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/25/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386,Asia,,1
2/24/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/23/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/22/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/21/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/20/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/19/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/18/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/17/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/16/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/15/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/14/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/13/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/12/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/11/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/10/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/9/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/8/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/7/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/6/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/5/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/4/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/3/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/2/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
2/1/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/31/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/30/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/29/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/28/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/27/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/26/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/25/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/24/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/23/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/22/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/21/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/20/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/19/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/18/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/17/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/16/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/15/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/14/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/13/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/12/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/11/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/10/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/9/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/8/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/7/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/6/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/5/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/4/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/3/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/2/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
1/1/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
12/31/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386,Asia,,0
5/11/2020,11,5,2020,12,0,Albania,AL,ALB,2866376,Europe,,12
5/10/2020,10,5,2020,6,0,Albania,AL,ALB,2866376,Europe,,6
5/9/2020,9,5,2020,8,0,Albania,AL,ALB,2866376,Europe,,8
5/8/2020,8,5,2020,10,0,Albania,AL,ALB,2866376,Europe,,10
5/7/2020,7,5,2020,12,0,Albania,AL,ALB,2866376,Europe,,12
5/6/2020,6,5,2020,17,0,Albania,AL,ALB,2866376,Europe,,17
5/5/2020,5,5,2020,8,0,Albania,AL,ALB,2866376,Europe,,8
5/4/2020,4,5,2020,6,0,Albania,AL,ALB,2866376,Europe,,6
5/3/2020,3,5,2020,7,0,Albania,AL,ALB,2866376,Europe,,7
5/2/2020,2,5,2020,9,0,Albania,AL,ALB,2866376,Europe,,9
5/1/2020,1,5,2020,7,0,Albania,AL,ALB,2866376,Europe,,7
4/30/2020,30,4,2020,16,1,Albania,AL,ALB,2866376,Europe,,15
4/29/2020,29,4,2020,14,2,Albania,AL,ALB,2866376,Europe,,12
4/28/2020,28,4,2020,10,0,Albania,AL,ALB,2866376,Europe,,10
4/27/2020,27,4,2020,14,1,Albania,AL,ALB,2866376,Europe,,13
4/26/2020,26,4,2020,34,0,Albania,AL,ALB,2866376,Europe,,34
4/25/2020,25,4,2020,15,0,Albania,AL,ALB,2866376,Europe,,15
4/24/2020,24,4,2020,29,0,Albania,AL,ALB,2866376,Europe,,29
4/23/2020,23,4,2020,25,1,Albania,AL,ALB,2866376,Europe,,24
4/22/2020,22,4,2020,25,0,Albania,AL,ALB,2866376,Europe,,25
4/21/2020,21,4,2020,22,0,Albania,AL,ALB,2866376,Europe,,22
4/20/2020,20,4,2020,14,0,Albania,AL,ALB,2866376,Europe,,14
4/19/2020,19,4,2020,9,0,Albania,AL,ALB,2866376,Europe,,9
4/18/2020,18,4,2020,21,0,Albania,AL,ALB,2866376,Europe,,21
4/17/2020,17,4,2020,24,1,Albania,AL,ALB,2866376,Europe,,23
4/16/2020,16,4,2020,19,1,Albania,AL,ALB,2866376,Europe,,18
4/15/2020,15,4,2020,8,1,Albania,AL,ALB,2866376,Europe,,7
4/14/2020,14,4,2020,21,0,Albania,AL,ALB,2866376,Europe,,21
4/13/2020,13,4,2020,13,0,Albania,AL,ALB,2866376,Europe,,13
4/12/2020,12,4,2020,17,0,Albania,AL,ALB,2866376,Europe,,17
4/11/2020,11,4,2020,7,0,Albania,AL,ALB,2866376,Europe,,7
4/10/2020,10,4,2020,9,1,Albania,AL,ALB,2866376,Europe,,8
4/9/2020,9,4,2020,17,0,Albania,AL,ALB,2866376,Europe,,17
4/8/2020,8,4,2020,6,0,Albania,AL,ALB,2866376,Europe,,6
4/7/2020,7,4,2020,16,1,Albania,AL,ALB,2866376,Europe,,15
4/6/2020,6,4,2020,28,2,Albania,AL,ALB,2866376,Europe,,26
4/5/2020,5,4,2020,29,2,Albania,AL,ALB,2866376,Europe,,27
4/4/2020,4,4,2020,27,1,Albania,AL,ALB,2866376,Europe,,26
4/3/2020,3,4,2020,18,1,Albania,AL,ALB,2866376,Europe,,17
4/2/2020,2,4,2020,16,0,Albania,AL,ALB,2866376,Europe,,16
4/1/2020,1,4,2020,20,3,Albania,AL,ALB,2866376,Europe,,17
3/31/2020,31,3,2020,11,2,Albania,AL,ALB,2866376,Europe,,9
3/30/2020,30,3,2020,15,0,Albania,AL,ALB,2866376,Europe,,15
3/29/2020,29,3,2020,11,1,Albania,AL,ALB,2866376,Europe,,10
3/28/2020,28,3,2020,12,3,Albania,AL,ALB,2866376,Europe,,9
3/27/2020,27,3,2020,28,1,Albania,AL,ALB,2866376,Europe,,27
3/26/2020,26,3,2020,23,0,Albania,AL,ALB,2866376,Europe,,23
3/25/2020,25,3,2020,23,1,Albania,AL,ALB,2866376,Europe,,22
3/24/2020,24,3,2020,11,2,Albania,AL,ALB,2866376,Europe,,9
3/23/2020,23,3,2020,13,0,Albania,AL,ALB,2866376,Europe,,13
3/22/2020,22,3,2020,6,0,Albania,AL,ALB,2866376,Europe,,6
3/21/2020,21,3,2020,0,0,Albania,AL,ALB,2866376,Europe,,0
3/20/2020,20,3,2020,11,0,Albania,AL,ALB,2866376,Europe,,11
3/19/2020,19,3,2020,4,1,Albania,AL,ALB,2866376,Europe,,3
3/18/2020,18,3,2020,4,0,Albania,AL,ALB,2866376,Europe,,4
3/17/2020,17,3,2020,9,0,Albania,AL,ALB,2866376,Europe,,9
3/16/2020,16,3,2020,4,0,Albania,AL,ALB,2866376,Europe,,4
3/15/2020,15,3,2020,5,0,Albania,AL,ALB,2866376,Europe,,5
3/14/2020,14,3,2020,10,0,Albania,AL,ALB,2866376,Europe,,10
3/13/2020,13,3,2020,12,0,Albania,AL,ALB,2866376,Europe,,12
3/12/2020,12,3,2020,1,1,Albania,AL,ALB,2866376,Europe,,0
3/11/2020,11,3,2020,4,0,Albania,AL,ALB,2866376,Europe,,4
3/10/2020,10,3,2020,4,0,Albania,AL,ALB,2866376,Europe,,4
3/9/2020,9,3,2020,2,0,Albania,AL,ALB,2866376,Europe,,2
5/11/2020,11,5,2020,165,8,Algeria,DZ,DZA,42228429,Africa,,157
5/10/2020,10,5,2020,189,6,Algeria,DZ,DZA,42228429,Africa,,183
5/9/2020,9,5,2020,187,5,Algeria,DZ,DZA,42228429,Africa,,182
5/8/2020,8,5,2020,185,7,Algeria,DZ,DZA,42228429,Africa,,178
5/7/2020,7,5,2020,159,6,Algeria,DZ,DZA,42228429,Africa,,153
5/6/2020,6,5,2020,190,5,Algeria,DZ,DZA,42228429,Africa,,185
5/5/2020,5,5,2020,174,2,Algeria,DZ,DZA,42228429,Africa,,172
5/4/2020,4,5,2020,179,4,Algeria,DZ,DZA,42228429,Africa,,175
5/3/2020,3,5,2020,141,6,Algeria,DZ,DZA,42228429,Africa,,135
5/2/2020,2,5,2020,148,3,Algeria,DZ,DZA,42228429,Africa,,145
5/1/2020,1,5,2020,158,6,Algeria,DZ,DZA,42228429,Africa,,152
4/30/2020,30,4,2020,199,7,Algeria,DZ,DZA,42228429,Africa,,192
4/29/2020,29,4,2020,132,5,Algeria,DZ,DZA,42228429,Africa,,127
4/28/2020,28,4,2020,135,7,Algeria,DZ,DZA,42228429,Africa,,128
4/27/2020,27,4,2020,126,6,Algeria,DZ,DZA,42228429,Africa,,120
4/26/2020,26,4,2020,129,4,Algeria,DZ,DZA,42228429,Africa,,125
4/25/2020,25,4,2020,120,8,Algeria,DZ,DZA,42228429,Africa,,112
4/24/2020,24,4,2020,97,5,Algeria,DZ,DZA,42228429,Africa,,92
4/23/2020,23,4,2020,99,10,Algeria,DZ,DZA,42228429,Africa,,89
4/22/2020,22,4,2020,93,8,Algeria,DZ,DZA,42228429,Africa,,85
4/21/2020,21,4,2020,89,9,Algeria,DZ,DZA,42228429,Africa,,80
4/20/2020,20,4,2020,94,8,Algeria,DZ,DZA,42228429,Africa,,86
4/19/2020,19,4,2020,117,3,Algeria,DZ,DZA,42228429,Africa,,114
4/18/2020,18,4,2020,150,16,Algeria,DZ,DZA,42228429,Africa,,134
4/17/2020,17,4,2020,108,12,Algeria,DZ,DZA,42228429,Africa,,96
4/16/2020,16,4,2020,90,11,Algeria,DZ,DZA,42228429,Africa,,79
4/15/2020,15,4,2020,87,12,Algeria,DZ,DZA,42228429,Africa,,75
4/14/2020,14,4,2020,69,20,Algeria,DZ,DZA,42228429,Africa,,49
4/13/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429,Africa,,71
4/12/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429,Africa,,45
4/11/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429,Africa,,74
4/10/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429,Africa,,64
4/9/2020,9,4,2020,104,12,Algeria,DZ,DZA,42228429,Africa,,92
4/8/2020,8,4,2020,45,20,Algeria,DZ,DZA,42228429,Africa,,25
4/7/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429,Africa,,82
4/6/2020,6,4,2020,69,22,Algeria,DZ,DZA,42228429,Africa,,47
4/5/2020,5,4,2020,80,25,Algeria,DZ,DZA,42228429,Africa,,55
4/4/2020,4,4,2020,185,42,Algeria,DZ,DZA,42228429,Africa,,143
4/3/2020,3,4,2020,139,5,Algeria,DZ,DZA,42228429,Africa,,134
4/2/2020,2,4,2020,131,14,Algeria,DZ,DZA,42228429,Africa,,117
4/1/2020,1,4,2020,132,9,Algeria,DZ,DZA,42228429,Africa,,123
3/31/2020,31,3,2020,73,4,Algeria,DZ,DZA,42228429,Africa,,69
3/30/2020,30,3,2020,57,2,Algeria,DZ,DZA,42228429,Africa,,55
3/29/2020,29,3,2020,45,3,Algeria,DZ,DZA,42228429,Africa,,42
3/28/2020,28,3,2020,42,1,Algeria,DZ,DZA,42228429,Africa,,41
3/27/2020,27,3,2020,65,4,Algeria,DZ,DZA,42228429,Africa,,61
3/26/2020,26,3,2020,38,2,Algeria,DZ,DZA,42228429,Africa,,36
3/25/2020,25,3,2020,34,2,Algeria,DZ,DZA,42228429,Africa,,32
3/24/2020,24,3,2020,29,0,Algeria,DZ,DZA,42228429,Africa,,29
3/23/2020,23,3,2020,62,2,Algeria,DZ,DZA,42228429,Africa,,60
3/22/2020,22,3,2020,37,5,Algeria,DZ,DZA,42228429,Africa,,32
3/21/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429,Africa,,9
3/20/2020,20,3,2020,18,1,Algeria,DZ,DZA,42228429,Africa,,17
3/19/2020,19,3,2020,12,1,Algeria,DZ,DZA,42228429,Africa,,11
3/18/2020,18,3,2020,2,1,Algeria,DZ,DZA,42228429,Africa,,1
3/17/2020,17,3,2020,10,0,Algeria,DZ,DZA,42228429,Africa,,10
3/16/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429,Africa,,9
3/15/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429,Africa,,11
3/14/2020,14,3,2020,1,1,Algeria,DZ,DZA,42228429,Africa,,0
3/13/2020,13,3,2020,5,1,Algeria,DZ,DZA,42228429,Africa,,4
3/12/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
3/9/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429,Africa,,3
3/6/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429,Africa,,5
3/5/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429,Africa,,7
3/4/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa,,2
3/2/2020,2,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
3/1/2020,1,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa,,2
2/29/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/28/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/27/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/26/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429,Africa,,1
2/25/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/24/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/23/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/22/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/21/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/20/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/19/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/18/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/17/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/16/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/15/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/14/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/13/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/12/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/11/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/10/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/9/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/8/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/7/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/6/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/5/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/4/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/3/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/2/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
2/1/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/31/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/30/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/29/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/28/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/27/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/26/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/25/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/24/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/23/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/22/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/21/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/20/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/19/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/18/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/17/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/16/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/15/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/14/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/13/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/12/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/11/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/10/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/9/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/8/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/7/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/6/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/5/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/4/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/3/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/2/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
1/1/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa,,0
12/31/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429,Africa,,0
5/11/2020,11,5,2020,1,0,Andorra,AD,AND,77006,Europe,,1
5/10/2020,10,5,2020,2,1,Andorra,AD,AND,77006,Europe,,1
5/9/2020,9,5,2020,0,0,Andorra,AD,AND,77006,Europe,,0
5/8/2020,8,5,2020,1,1,Andorra,AD,AND,77006,Europe,,0
5/7/2020,7,5,2020,0,0,Andorra,AD,AND,77006,Europe,,0
5/6/2020,6,5,2020,1,1,Andorra,AD,AND,77006,Europe,,0
5/5/2020,5,5,2020,2,0,Andorra,AD,AND,77006,Europe,,2
5/4/2020,4,5,2020,1,1,Andorra,AD,AND,77006,Europe,,0
5/3/2020,3,5,2020,1,1,Andorra,AD,AND,77006,Europe,,0
5/2/2020,2,5,2020,1,1,Andorra,AD,AND,77006,Europe,,0
5/1/2020,1,5,2020,2,0,Andorra,AD,AND,77006,Europe,,2
4/30/2020,30,4,2020,0,1,Andorra,AD,AND,77006,Europe,,-1
4/29/2020,29,4,2020,0,1,Andorra,AD,AND,77006,Europe,,-1
4/28/2020,28,4,2020,3,0,Andorra,AD,AND,77006,Europe,,3
4/27/2020,27,4,2020,7,0,Andorra,AD,AND,77006,Europe,,7
4/26/2020,26,4,2020,2,0,Andorra,AD,AND,77006,Europe,,2
4/25/2020,25,4,2020,7,3,Andorra,AD,AND,77006,Europe,,4
4/24/2020,24,4,2020,1,0,Andorra,AD,AND,77006,Europe,,1
