dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,pop,continentExp,,Recovered
5/9/2020,9,5,2020,163,3,Morocco,MA,MAR,36029138,Africa,,160
5/8/2020,8,5,2020,140,0,Morocco,MA,MAR,36029138,Africa,,140
5/7/2020,7,5,2020,189,2,Morocco,MA,MAR,36029138,Africa,,187
5/6/2020,6,5,2020,176,2,Morocco,MA,MAR,36029138,Africa,,174
5/5/2020,5,5,2020,140,5,Morocco,MA,MAR,36029138,Africa,,135
5/4/2020,4,5,2020,174,1,Morocco,MA,MAR,36029138,Africa,,173
5/3/2020,3,5,2020,160,2,Morocco,MA,MAR,36029138,Africa,,158
5/2/2020,2,5,2020,146,1,Morocco,MA,MAR,36029138,Africa,,145
5/1/2020,1,5,2020,102,2,Morocco,MA,MAR,36029138,Africa,,100
4/30/2020,30,4,2020,69,3,Morocco,MA,MAR,36029138,Africa,,66
4/29/2020,29,4,2020,132,3,Morocco,MA,MAR,36029138,Africa,,129
4/28/2020,28,4,2020,55,1,Morocco,MA,MAR,36029138,Africa,,54
4/27/2020,27,4,2020,168,2,Morocco,MA,MAR,36029138,Africa,,166
4/26/2020,26,4,2020,139,1,Morocco,MA,MAR,36029138,Africa,,138
4/25/2020,25,4,2020,190,3,Morocco,MA,MAR,36029138,Africa,,187
4/24/2020,24,4,2020,191,6,Morocco,MA,MAR,36029138,Africa,,185
4/23/2020,23,4,2020,168,4,Morocco,MA,MAR,36029138,Africa,,164
4/22/2020,22,4,2020,163,2,Morocco,MA,MAR,36029138,Africa,,161
4/21/2020,21,4,2020,191,2,Morocco,MA,MAR,36029138,Africa,,189
4/20/2020,20,4,2020,170,4,Morocco,MA,MAR,36029138,Africa,,166
4/19/2020,19,4,2020,121,2,Morocco,MA,MAR,36029138,Africa,,119
4/18/2020,18,4,2020,281,5,Morocco,MA,MAR,36029138,Africa,,276
4/17/2020,17,4,2020,259,3,Morocco,MA,MAR,36029138,Africa,,256
4/16/2020,16,4,2020,136,1,Morocco,MA,MAR,36029138,Africa,,135
4/15/2020,15,4,2020,125,0,Morocco,MA,MAR,36029138,Africa,,125
4/14/2020,14,4,2020,102,8,Morocco,MA,MAR,36029138,Africa,,94
4/13/2020,13,4,2020,116,7,Morocco,MA,MAR,36029138,Africa,,109
4/12/2020,12,4,2020,97,4,Morocco,MA,MAR,36029138,Africa,,93
4/11/2020,11,4,2020,74,10,Morocco,MA,MAR,36029138,Africa,,64
4/10/2020,10,4,2020,99,4,Morocco,MA,MAR,36029138,Africa,,95
4/9/2020,9,4,2020,91,3,Morocco,MA,MAR,36029138,Africa,,88
4/8/2020,8,4,2020,64,10,Morocco,MA,MAR,36029138,Africa,,54
4/7/2020,7,4,2020,99,10,Morocco,MA,MAR,36029138,Africa,,89
4/6/2020,6,4,2020,102,11,Morocco,MA,MAR,36029138,Africa,,91
4/5/2020,5,4,2020,211,15,Morocco,MA,MAR,36029138,Africa,,196
4/4/2020,4,4,2020,0,0,Morocco,MA,MAR,36029138,Africa,,0
4/3/2020,3,4,2020,54,5,Morocco,MA,MAR,36029138,Africa,,49
4/2/2020,2,4,2020,37,3,Morocco,MA,MAR,36029138,Africa,,34
4/1/2020,1,4,2020,61,3,Morocco,MA,MAR,36029138,Africa,,58
3/31/2020,31,3,2020,77,7,Morocco,MA,MAR,36029138,Africa,,70
3/30/2020,30,3,2020,121,3,Morocco,MA,MAR,36029138,Africa,,118
3/29/2020,29,3,2020,13,0,Morocco,MA,MAR,36029138,Africa,,13
3/28/2020,28,3,2020,70,13,Morocco,MA,MAR,36029138,Africa,,57
3/27/2020,27,3,2020,50,4,Morocco,MA,MAR,36029138,Africa,,46
3/26/2020,26,3,2020,55,1,Morocco,MA,MAR,36029138,Africa,,54
3/25/2020,25,3,2020,36,1,Morocco,MA,MAR,36029138,Africa,,35
3/24/2020,24,3,2020,19,0,Morocco,MA,MAR,36029138,Africa,,19
3/23/2020,23,3,2020,19,1,Morocco,MA,MAR,36029138,Africa,,18
3/22/2020,22,3,2020,10,0,Morocco,MA,MAR,36029138,Africa,,10
3/21/2020,21,3,2020,23,1,Morocco,MA,MAR,36029138,Africa,,22
3/20/2020,20,3,2020,9,0,Morocco,MA,MAR,36029138,Africa,,9
3/19/2020,19,3,2020,10,0,Morocco,MA,MAR,36029138,Africa,,10
3/18/2020,18,3,2020,7,1,Morocco,MA,MAR,36029138,Africa,,6
3/17/2020,17,3,2020,9,0,Morocco,MA,MAR,36029138,Africa,,9
3/16/2020,16,3,2020,10,0,Morocco,MA,MAR,36029138,Africa,,10
3/15/2020,15,3,2020,11,0,Morocco,MA,MAR,36029138,Africa,,11
3/14/2020,14,3,2020,1,0,Morocco,MA,MAR,36029138,Africa,,1
3/13/2020,13,3,2020,1,0,Morocco,MA,MAR,36029138,Africa,,1
3/12/2020,12,3,2020,3,1,Morocco,MA,MAR,36029138,Africa,,2
3/6/2020,6,3,2020,1,0,Morocco,MA,MAR,36029138,Africa,,1
3/3/2020,3,3,2020,1,0,Morocco,MA,MAR,36029138,Africa,,1
5/11/2020,11,5,2020,4,0,Mozambique,MZ,MOZ,29495962,Africa,,4
5/10/2020,10,5,2020,5,0,Mozambique,MZ,MOZ,29495962,Africa,,5
5/9/2020,9,5,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
5/8/2020,8,5,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
5/7/2020,7,5,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
5/6/2020,6,5,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
5/5/2020,5,5,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
5/4/2020,4,5,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
5/3/2020,3,5,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
5/2/2020,2,5,2020,3,0,Mozambique,MZ,MOZ,29495962,Africa,,3
5/1/2020,1,5,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/30/2020,30,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/29/2020,29,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/28/2020,28,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/27/2020,27,4,2020,6,0,Mozambique,MZ,MOZ,29495962,Africa,,6
4/26/2020,26,4,2020,5,0,Mozambique,MZ,MOZ,29495962,Africa,,5
4/25/2020,25,4,2020,19,0,Mozambique,MZ,MOZ,29495962,Africa,,19
4/24/2020,24,4,2020,5,0,Mozambique,MZ,MOZ,29495962,Africa,,5
4/23/2020,23,4,2020,2,0,Mozambique,MZ,MOZ,29495962,Africa,,2
4/22/2020,22,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/21/2020,21,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/20/2020,20,4,2020,4,0,Mozambique,MZ,MOZ,29495962,Africa,,4
4/19/2020,19,4,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
4/18/2020,18,4,2020,3,0,Mozambique,MZ,MOZ,29495962,Africa,,3
4/17/2020,17,4,2020,2,0,Mozambique,MZ,MOZ,29495962,Africa,,2
4/16/2020,16,4,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
4/15/2020,15,4,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
4/14/2020,14,4,2020,6,0,Mozambique,MZ,MOZ,29495962,Africa,,6
4/13/2020,13,4,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
4/12/2020,12,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/11/2020,11,4,2020,3,0,Mozambique,MZ,MOZ,29495962,Africa,,3
4/10/2020,10,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/9/2020,9,4,2020,7,0,Mozambique,MZ,MOZ,29495962,Africa,,7
4/8/2020,8,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/7/2020,7,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/6/2020,6,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/5/2020,5,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/4/2020,4,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/3/2020,3,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
4/2/2020,2,4,2020,2,0,Mozambique,MZ,MOZ,29495962,Africa,,2
4/1/2020,1,4,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
3/31/2020,31,3,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
3/30/2020,30,3,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
3/29/2020,29,3,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
3/28/2020,28,3,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
3/27/2020,27,3,2020,2,0,Mozambique,MZ,MOZ,29495962,Africa,,2
3/26/2020,26,3,2020,4,0,Mozambique,MZ,MOZ,29495962,Africa,,4
3/25/2020,25,3,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
3/24/2020,24,3,2020,0,0,Mozambique,MZ,MOZ,29495962,Africa,,0
3/23/2020,23,3,2020,1,0,Mozambique,MZ,MOZ,29495962,Africa,,1
5/11/2020,11,5,2020,2,0,Myanmar,MM,MMR,53708395,Asia,,2
5/10/2020,10,5,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
5/9/2020,9,5,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
5/8/2020,8,5,2020,14,0,Myanmar,MM,MMR,53708395,Asia,,14
5/7/2020,7,5,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
5/6/2020,6,5,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
5/5/2020,5,5,2020,6,0,Myanmar,MM,MMR,53708395,Asia,,6
5/4/2020,4,5,2020,4,0,Myanmar,MM,MMR,53708395,Asia,,4
5/3/2020,3,5,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
5/2/2020,2,5,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
5/1/2020,1,5,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
4/30/2020,30,4,2020,0,1,Myanmar,MM,MMR,53708395,Asia,,-1
4/29/2020,29,4,2020,4,0,Myanmar,MM,MMR,53708395,Asia,,4
4/28/2020,28,4,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
4/27/2020,27,4,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
4/26/2020,26,4,2020,2,0,Myanmar,MM,MMR,53708395,Asia,,2
4/25/2020,25,4,2020,12,0,Myanmar,MM,MMR,53708395,Asia,,12
4/24/2020,24,4,2020,5,0,Myanmar,MM,MMR,53708395,Asia,,5
4/23/2020,23,4,2020,6,0,Myanmar,MM,MMR,53708395,Asia,,6
4/22/2020,22,4,2020,2,0,Myanmar,MM,MMR,53708395,Asia,,2
4/21/2020,21,4,2020,8,0,Myanmar,MM,MMR,53708395,Asia,,8
4/20/2020,20,4,2020,4,0,Myanmar,MM,MMR,53708395,Asia,,4
4/19/2020,19,4,2020,13,0,Myanmar,MM,MMR,53708395,Asia,,13
4/18/2020,18,4,2020,9,1,Myanmar,MM,MMR,53708395,Asia,,8
4/17/2020,17,4,2020,11,0,Myanmar,MM,MMR,53708395,Asia,,11
4/16/2020,16,4,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
4/15/2020,15,4,2020,12,0,Myanmar,MM,MMR,53708395,Asia,,12
4/14/2020,14,4,2020,21,0,Myanmar,MM,MMR,53708395,Asia,,21
4/13/2020,13,4,2020,10,1,Myanmar,MM,MMR,53708395,Asia,,9
4/12/2020,12,4,2020,3,0,Myanmar,MM,MMR,53708395,Asia,,3
4/11/2020,11,4,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
4/10/2020,10,4,2020,5,0,Myanmar,MM,MMR,53708395,Asia,,5
4/9/2020,9,4,2020,0,2,Myanmar,MM,MMR,53708395,Asia,,-2
4/8/2020,8,4,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
4/7/2020,7,4,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
4/6/2020,6,4,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
4/5/2020,5,4,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
4/4/2020,4,4,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
4/3/2020,3,4,2020,4,0,Myanmar,MM,MMR,53708395,Asia,,4
4/2/2020,2,4,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
4/1/2020,1,4,2020,1,1,Myanmar,MM,MMR,53708395,Asia,,0
3/31/2020,31,3,2020,6,0,Myanmar,MM,MMR,53708395,Asia,,6
3/30/2020,30,3,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
3/29/2020,29,3,2020,3,0,Myanmar,MM,MMR,53708395,Asia,,3
3/28/2020,28,3,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
3/27/2020,27,3,2020,2,0,Myanmar,MM,MMR,53708395,Asia,,2
3/26/2020,26,3,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
3/25/2020,25,3,2020,1,0,Myanmar,MM,MMR,53708395,Asia,,1
3/24/2020,24,3,2020,2,0,Myanmar,MM,MMR,53708395,Asia,,2
3/17/2020,17,3,2020,0,0,Myanmar,MM,MMR,53708395,Asia,,0
5/11/2020,11,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/10/2020,10,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/9/2020,9,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/8/2020,8,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/7/2020,7,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/6/2020,6,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/5/2020,5,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/4/2020,4,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/3/2020,3,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/2/2020,2,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
5/1/2020,1,5,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/30/2020,30,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/29/2020,29,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/28/2020,28,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/27/2020,27,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/26/2020,26,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/25/2020,25,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/24/2020,24,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/23/2020,23,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/22/2020,22,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/21/2020,21,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/20/2020,20,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/19/2020,19,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/18/2020,18,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/17/2020,17,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/16/2020,16,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/15/2020,15,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/14/2020,14,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/13/2020,13,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/12/2020,12,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/11/2020,11,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/10/2020,10,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/9/2020,9,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/8/2020,8,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/7/2020,7,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/6/2020,6,4,2020,2,0,Namibia,NA,NAM,2448255,Africa,,2
4/5/2020,5,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/4/2020,4,4,2020,1,0,Namibia,NA,NAM,2448255,Africa,,1
4/3/2020,3,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
4/2/2020,2,4,2020,2,0,Namibia,NA,NAM,2448255,Africa,,2
4/1/2020,1,4,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/31/2020,31,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/30/2020,30,3,2020,3,0,Namibia,NA,NAM,2448255,Africa,,3
3/29/2020,29,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/28/2020,28,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/27/2020,27,3,2020,4,0,Namibia,NA,NAM,2448255,Africa,,4
3/26/2020,26,3,2020,1,0,Namibia,NA,NAM,2448255,Africa,,1
3/25/2020,25,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/24/2020,24,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/23/2020,23,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/22/2020,22,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/21/2020,21,3,2020,1,0,Namibia,NA,NAM,2448255,Africa,,1
3/20/2020,20,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/19/2020,19,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/18/2020,18,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/17/2020,17,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/16/2020,16,3,2020,0,0,Namibia,NA,NAM,2448255,Africa,,0
3/15/2020,15,3,2020,2,0,Namibia,NA,NAM,2448255,Africa,,2
5/11/2020,11,5,2020,11,0,Nepal,NP,NPL,28087871,Asia,,11
5/10/2020,10,5,2020,8,0,Nepal,NP,NPL,28087871,Asia,,8
5/9/2020,9,5,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
5/8/2020,8,5,2020,2,0,Nepal,NP,NPL,28087871,Asia,,2
5/7/2020,7,5,2020,17,0,Nepal,NP,NPL,28087871,Asia,,17
5/6/2020,6,5,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
5/5/2020,5,5,2020,7,0,Nepal,NP,NPL,28087871,Asia,,7
5/4/2020,4,5,2020,16,0,Nepal,NP,NPL,28087871,Asia,,16
5/3/2020,3,5,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
5/2/2020,2,5,2020,2,0,Nepal,NP,NPL,28087871,Asia,,2
5/1/2020,1,5,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/30/2020,30,4,2020,3,0,Nepal,NP,NPL,28087871,Asia,,3
4/29/2020,29,4,2020,2,0,Nepal,NP,NPL,28087871,Asia,,2
4/28/2020,28,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/27/2020,27,4,2020,3,0,Nepal,NP,NPL,28087871,Asia,,3
4/26/2020,26,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/25/2020,25,4,2020,1,0,Nepal,NP,NPL,28087871,Asia,,1
4/24/2020,24,4,2020,3,0,Nepal,NP,NPL,28087871,Asia,,3
4/23/2020,23,4,2020,3,0,Nepal,NP,NPL,28087871,Asia,,3
4/22/2020,22,4,2020,11,0,Nepal,NP,NPL,28087871,Asia,,11
4/21/2020,21,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/20/2020,20,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/19/2020,19,4,2020,1,0,Nepal,NP,NPL,28087871,Asia,,1
4/18/2020,18,4,2020,14,0,Nepal,NP,NPL,28087871,Asia,,14
4/17/2020,17,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/16/2020,16,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/15/2020,15,4,2020,2,0,Nepal,NP,NPL,28087871,Asia,,2
4/14/2020,14,4,2020,2,0,Nepal,NP,NPL,28087871,Asia,,2
4/13/2020,13,4,2020,3,0,Nepal,NP,NPL,28087871,Asia,,3
4/12/2020,12,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/11/2020,11,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/10/2020,10,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/9/2020,9,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/8/2020,8,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/7/2020,7,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/6/2020,6,4,2020,3,0,Nepal,NP,NPL,28087871,Asia,,3
4/5/2020,5,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/4/2020,4,4,2020,1,0,Nepal,NP,NPL,28087871,Asia,,1
4/3/2020,3,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/2/2020,2,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
4/1/2020,1,4,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/31/2020,31,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/30/2020,30,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/29/2020,29,3,2020,2,0,Nepal,NP,NPL,28087871,Asia,,2
3/28/2020,28,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/27/2020,27,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/26/2020,26,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/25/2020,25,3,2020,1,0,Nepal,NP,NPL,28087871,Asia,,1
3/24/2020,24,3,2020,1,0,Nepal,NP,NPL,28087871,Asia,,1
3/23/2020,23,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/22/2020,22,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/21/2020,21,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/20/2020,20,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/19/2020,19,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/18/2020,18,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/17/2020,17,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/15/2020,15,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/2/2020,2,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
3/1/2020,1,3,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/29/2020,29,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/28/2020,28,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/27/2020,27,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/26/2020,26,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/25/2020,25,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/24/2020,24,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/23/2020,23,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/22/2020,22,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/21/2020,21,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/20/2020,20,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/19/2020,19,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/18/2020,18,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/17/2020,17,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/16/2020,16,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/15/2020,15,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/14/2020,14,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/13/2020,13,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/12/2020,12,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/11/2020,11,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/10/2020,10,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/9/2020,9,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/8/2020,8,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/7/2020,7,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/6/2020,6,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/5/2020,5,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/4/2020,4,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/3/2020,3,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/2/2020,2,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
2/1/2020,1,2,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/31/2020,31,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/30/2020,30,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/29/2020,29,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/28/2020,28,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/27/2020,27,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/26/2020,26,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/25/2020,25,1,2020,1,0,Nepal,NP,NPL,28087871,Asia,,1
1/24/2020,24,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/23/2020,23,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/22/2020,22,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/21/2020,21,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/20/2020,20,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/19/2020,19,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/18/2020,18,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/17/2020,17,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/16/2020,16,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/15/2020,15,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/14/2020,14,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/13/2020,13,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/12/2020,12,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/11/2020,11,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/10/2020,10,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/9/2020,9,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/8/2020,8,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/7/2020,7,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/6/2020,6,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/5/2020,5,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
1/4/2020,4,1,2020,0,0,Nepal,NP,NPL,28087871,Asia,,0
